episode,step,time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,score,reward,critic_loss,actor_loss
0,1,0.06,-4.99999996473,5.00000000972,99.9920849848,2.5846710221e-05,6.28305638326,6.2831790592,4.08924178317e-06,9.52137866408e-07,-0.263853997115,0.00127870651837,-0.00683546670925,-0.000313216636202,300.23306139,300.280862679,299.740503241,299.943687524,-1.11552973195,-1.11552973195,12.2015,0.192734
0,1,0.06,-4.99999996473,5.00000000972,99.9920849848,2.5846710221e-05,6.28305638326,6.2831790592,4.08924178317e-06,9.52137866408e-07,-0.263853997115,0.00127870651837,-0.00683546670925,-0.000313216636202,300.23306139,300.280862679,299.740503241,299.943687524,-1.11552973195,-1.11552973195,12.2015,0.192734
0,1,0.06,-4.99999996473,5.00000000972,99.9920849848,2.5846710221e-05,6.28305638326,6.2831790592,4.08924178317e-06,9.52137866408e-07,-0.263853997115,0.00127870651837,-0.00683546670925,-0.000313216636202,300.23306139,300.280862679,299.740503241,299.943687524,-1.11552973195,-1.11552973195,12.2015,0.192734
0,1,0.06,-4.99999996473,5.00000000972,99.9920849848,2.5846710221e-05,6.28305638326,6.2831790592,4.08924178317e-06,9.52137866408e-07,-0.263853997115,0.00127870651837,-0.00683546670925,-0.000313216636202,300.23306139,300.280862679,299.740503241,299.943687524,-1.11552973195,-1.11552973195,12.2015,0.192734
0,1,0.06,-4.99999996473,5.00000000972,99.9920849848,2.5846710221e-05,6.28305638326,6.2831790592,4.08924178317e-06,9.52137866408e-07,-0.263853997115,0.00127870651837,-0.00683546670925,-0.000313216636202,300.23306139,300.280862679,299.740503241,299.943687524,-1.11552973195,-1.11552973195,12.2015,0.192734
0,1,0.06,-4.99999996473,5.00000000972,99.9920849848,2.5846710221e-05,6.28305638326,6.2831790592,4.08924178317e-06,9.52137866408e-07,-0.263853997115,0.00127870651837,-0.00683546670925,-0.000313216636202,300.23306139,300.280862679,299.740503241,299.943687524,-1.11552973195,-1.11552973195,12.2015,0.192734
0,1,0.06,-4.99999996473,5.00000000972,99.9920849848,2.5846710221e-05,6.28305638326,6.2831790592,4.08924178317e-06,9.52137866408e-07,-0.263853997115,0.00127870651837,-0.00683546670925,-0.000313216636202,300.23306139,300.280862679,299.740503241,299.943687524,-1.11552973195,-1.11552973195,12.2015,0.192734
0,1,0.06,-4.99999996473,5.00000000972,99.9920849848,2.5846710221e-05,6.28305638326,6.2831790592,4.08924178317e-06,9.52137866408e-07,-0.263853997115,0.00127870651837,-0.00683546670925,-0.000313216636202,300.23306139,300.280862679,299.740503241,299.943687524,-1.11552973195,-1.11552973195,12.2015,0.192734
0,1,0.06,-4.99999996473,5.00000000972,99.9920849848,2.5846710221e-05,6.28305638326,6.2831790592,4.08924178317e-06,9.52137866408e-07,-0.263853997115,0.00127870651837,-0.00683546670925,-0.000313216636202,300.23306139,300.280862679,299.740503241,299.943687524,-1.11552973195,-1.11552973195,12.2015,0.192734
0,1,0.06,-4.99999996473,5.00000000972,99.9920849848,2.5846710221e-05,6.28305638326,6.2831790592,4.08924178317e-06,9.52137866408e-07,-0.263853997115,0.00127870651837,-0.00683546670925,-0.000313216636202,300.23306139,300.280862679,299.740503241,299.943687524,-1.11552973195,-1.11552973195,12.2015,0.192734
